"","Year","Date","Site","Region","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","kd490_value","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","DESIG","DESIG_ENG","DESIG_TYPE","IUCN_CAT","INT_CRIT","MARINE","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","NO_TAKE","NO_TK_AREA","STATUS","STATUS_YR","GOV_TYPE","OWN_TYPE","MANG_AUTH","MANG_PLAN","VERIF","METADATAID","SUB_LOC","PARENT_ISO","ISO3","Longitude.Degrees","Latitude.Degrees"
"5845",2015,"12-Sep-15","Moore Reef - Reef Magic Pontoon (Back reef slope) Site 1","Australia",3,"Bleaching (% of population)",270,"ERG078","1.14","297.88","0.040799999","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.204,-16.8725
"5846",2016,"17-Apr-16","Moore Reef - Reef Magic Pontoon (Back reef slope) Site 1","Australia",3,"Bleaching (% of population)",290,"ERG078","12.86","300.8","0.085799998","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.204,-16.8725
"5847",2016,"30-Oct-16","Moore Reef - Reef Magic Pontoon (Back reef slope) Site 1","Australia",3,"Bleaching (% of population)",40,"ERG078","6.91","299.75","0.053199999","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.204,-16.8725
"5848",2017,"01-Apr-17","Moore Reef - Reef Magic Pontoon (Back reef slope) Site 1","Australia",3,"Bleaching (% of population)",382,"ERG078","6.11","302.29","0.068599998","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.204,-16.8725
"5849",2017,"28-Oct-17","Moore Reef - Reef Magic Pontoon (Back reef slope) Site 1","Australia",3,"Bleaching (% of population)",14,"ERG078","3.28","300.93","0.042399999","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.204,-16.8725
"5850",2016,"30-Oct-16","Moore Reef - Reef Magic Pontoon (Back reef wall) Site 3","Australia",7,"Bleaching (% of population)",35,"ERG078","6.91","299.75","0.053199999","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.204,-16.8725
"5851",2017,"01-Apr-17","Moore Reef - Reef Magic Pontoon (Back reef wall) Site 3","Australia",7,"Bleaching (% of population)",364,"ERG078","6.11","302.29","0.068599998","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.204,-16.8725
"5852",2013,"21-Apr-13","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 2","Australia",2,"Bleaching (% of population)",8,"ERG078","6.51","301.77","0.217799994","2571","2571","1","Great Barrier Reef","La Grande Barrière","World Heritage Site (natural or mixed)","World Heritage Site (natural or mixed)","International","Not Applicable","(vii)(viii)(ix)(x)","2","0","346768.093160119","348700","348233.251567274","Not Reported","0","Inscribed","1981","Not Reported","Not Reported","Not Reported","Not Reported","State Verified","946","AU-QLD","AUS","AUS",146.847,-19.1692
"5853",2014,"11-Jun-14","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 2","Australia",5,"Bleaching (% of population)",5,"ERG078","4.02","295.35","0.219199994","2571","2571","1","Great Barrier Reef","La Grande Barrière","World Heritage Site (natural or mixed)","World Heritage Site (natural or mixed)","International","Not Applicable","(vii)(viii)(ix)(x)","2","0","346768.093160119","348700","348233.251567274","Not Reported","0","Inscribed","1981","Not Reported","Not Reported","Not Reported","Not Reported","State Verified","946","AU-QLD","AUS","AUS",146.847,-19.1692
"5854",2014,"04-May-14","Magnetic Island Reefs - Middle Reef (Fringing reef seaward) Site 2","Australia",2,"Bleaching (% of population)",12,"ERG078","1.77","299.64","0.219599994","2628","2628_D","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","IV","Not Applicable","2","15027.2921282765","14979.8001016044","15027.2921282765","15105.7365256082","Part","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.815,-19.1981
"5855",2015,"25-Jul-15","Magnetic Island Reefs - Middle Reef (Fringing reef seaward) Site 2","Australia",3,"Bleaching (% of population)",26,"ERG078","4.1","296.54","0.204399995","2628","2628_D","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","IV","Not Applicable","2","15027.2921282765","14979.8001016044","15027.2921282765","15105.7365256082","Part","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.815,-19.1981
"5856",2017,"18-Mar-17","Magnetic Island Reefs - Middle Reef (Fringing reef seaward) Site 2","Australia",5,"Bleaching (% of population)",4,"ERG078","17.39","303.57","0.180799995","2628","2628_D","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","IV","Not Applicable","2","15027.2921282765","14979.8001016044","15027.2921282765","15105.7365256082","Part","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.815,-19.1981
"5857",2014,"04-May-14","Magnetic Island Reefs - Middle Reef (Fringing reef seaward) Site 1","Australia",5,"Bleaching (% of population)",4,"ERG078","1.77","299.64","0.219599994","2628","2628_D","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","IV","Not Applicable","2","15027.2921282765","14979.8001016044","15027.2921282765","15105.7365256082","Part","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.815,-19.1983
"5858",2015,"25-Jul-15","Magnetic Island Reefs - Middle Reef (Fringing reef seaward) Site 1","Australia",4,"Bleaching (% of population)",35,"ERG078","4.1","296.54","0.204399995","2628","2628_D","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","IV","Not Applicable","2","15027.2921282765","14979.8001016044","15027.2921282765","15105.7365256082","Part","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.815,-19.1983
"5859",2016,"25-Jun-16","Magnetic Island Reefs - Middle Reef (Fringing reef seaward) Site 1","Australia",3,"Bleaching (% of population)",230,"ERG078","14.39","296.98","0.178399995","2628","2628_D","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","IV","Not Applicable","2","15027.2921282765","14979.8001016044","15027.2921282765","15105.7365256082","Part","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.815,-19.1983
"5860",2017,"18-Mar-17","Magnetic Island Reefs - Middle Reef (Fringing reef seaward) Site 1","Australia",3,"Bleaching (% of population)",4,"ERG078","17.39","303.57","0.180799995","2628","2628_D","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","IV","Not Applicable","2","15027.2921282765","14979.8001016044","15027.2921282765","15105.7365256082","Part","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.815,-19.1983
"5861",2011,"01-Oct-11","Magnetic Island Reefs - Geoffrey Bay (Fringing reef leeward) Site 1","Australia",6,"Bleaching (% of population)",4,"ERG078","0","296.64","0.316199992","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.866,-19.1542
"5862",2015,"26-Jul-15","Magnetic Island Reefs - Geoffrey Bay (Fringing reef leeward) Site 1","Australia",4,"Bleaching (% of population)",97,"ERG078","4","295.99","0.217999994","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.866,-19.1542
"5863",2012,"06-Oct-12","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 1","Australia",5,"Bleaching (% of population)",10,"ERG078","0","296.82","0.261199993","2571","2571","1","Great Barrier Reef","La Grande Barrière","World Heritage Site (natural or mixed)","World Heritage Site (natural or mixed)","International","Not Applicable","(vii)(viii)(ix)(x)","2","0","346768.093160119","348700","348233.251567274","Not Reported","0","Inscribed","1981","Not Reported","Not Reported","Not Reported","Not Reported","State Verified","946","AU-QLD","AUS","AUS",146.847,-19.1692
"5864",2013,"21-Apr-13","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 1","Australia",3,"Bleaching (% of population)",4,"ERG078","6.51","301.77","0.217799994","2571","2571","1","Great Barrier Reef","La Grande Barrière","World Heritage Site (natural or mixed)","World Heritage Site (natural or mixed)","International","Not Applicable","(vii)(viii)(ix)(x)","2","0","346768.093160119","348700","348233.251567274","Not Reported","0","Inscribed","1981","Not Reported","Not Reported","Not Reported","Not Reported","State Verified","946","AU-QLD","AUS","AUS",146.847,-19.1692
"5865",2014,"11-May-14","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 1","Australia",6,"Bleaching (% of population)",6,"ERG078","2.94","298","0.219599994","2571","2571","1","Great Barrier Reef","La Grande Barrière","World Heritage Site (natural or mixed)","World Heritage Site (natural or mixed)","International","Not Applicable","(vii)(viii)(ix)(x)","2","0","346768.093160119","348700","348233.251567274","Not Reported","0","Inscribed","1981","Not Reported","Not Reported","Not Reported","Not Reported","State Verified","946","AU-QLD","AUS","AUS",146.847,-19.1692
"5866",2015,"24-Oct-15","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 1","Australia",5,"Bleaching (% of population)",9,"ERG078","1.2","299.68","0.232799994","2571","2571","1","Great Barrier Reef","La Grande Barrière","World Heritage Site (natural or mixed)","World Heritage Site (natural or mixed)","International","Not Applicable","(vii)(viii)(ix)(x)","2","0","346768.093160119","348700","348233.251567274","Not Reported","0","Inscribed","1981","Not Reported","Not Reported","Not Reported","Not Reported","State Verified","946","AU-QLD","AUS","AUS",146.847,-19.1692
"5867",2016,"10-Apr-16","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 1","Australia",5,"Bleaching (% of population)",19,"ERG078","3.27","300.69","0.199399995","2571","2571","1","Great Barrier Reef","La Grande Barrière","World Heritage Site (natural or mixed)","World Heritage Site (natural or mixed)","International","Not Applicable","(vii)(viii)(ix)(x)","2","0","346768.093160119","348700","348233.251567274","Not Reported","0","Inscribed","1981","Not Reported","Not Reported","Not Reported","Not Reported","State Verified","946","AU-QLD","AUS","AUS",146.847,-19.1692
"5868",2017,"09-Jun-17","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 1","Australia",4,"Bleaching (% of population)",14,"ERG078","5.73","296.25","0.212599995","2571","2571","1","Great Barrier Reef","La Grande Barrière","World Heritage Site (natural or mixed)","World Heritage Site (natural or mixed)","International","Not Applicable","(vii)(viii)(ix)(x)","2","0","346768.093160119","348700","348233.251567274","Not Reported","0","Inscribed","1981","Not Reported","Not Reported","Not Reported","Not Reported","State Verified","946","AU-QLD","AUS","AUS",146.847,-19.1692
"5869",2012,"17-Feb-12","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 1","Australia",3,"Bleaching (% of population)",3,"ERG078","3.54","303.1","0.226399994","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.87,-19.1483
"5870",2014,"23-Aug-14","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 1","Australia",2,"Bleaching (% of population)",3,"ERG078","1.64","295.3","0.211399995","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.87,-19.1483
"5871",2015,"24-Oct-15","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 1","Australia",4,"Bleaching (% of population)",3,"ERG078","2.77","299.47","0.218399994","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.87,-19.1483
"5872",2016,"09-Apr-16","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 1","Australia",6,"Bleaching (% of population)",33,"ERG078","5.89","300.69","0.196599995","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.87,-19.1483
"5873",2017,"09-Jun-17","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 1","Australia",4,"Bleaching (% of population)",8,"ERG078","3.84","295.33","0.199999995","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.87,-19.1483
"5874",2013,"16-Jun-13","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 2","Australia",4,"Bleaching (% of population)",20,"ERG078","2.42","296.37","0.207399995","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.87,-19.1483
"5875",2014,"23-Aug-14","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 2","Australia",4,"Bleaching (% of population)",4,"ERG078","1.64","295.3","0.211399995","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.87,-19.1483
"5876",2016,"09-Apr-16","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 2","Australia",3,"Bleaching (% of population)",18,"ERG078","5.89","300.69","0.196599995","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.87,-19.1483
"5877",2017,"09-Jun-17","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 2","Australia",4,"Bleaching (% of population)",9,"ERG078","3.84","295.33","0.199999995","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.87,-19.1483
"5878",2016,"26-Jun-16","Magnetic Island Reefs - Florence Bay (Fringing reef leeward) Site 1","Australia",3,"Bleaching (% of population)",20,"ERG078","14.07","296.98","0.197599995","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.881,-19.1219
"5879",2016,"12-Oct-16","John Brewer Reef - John Brewer (Back reef crest) Site 1","Australia",3,"Bleaching (% of population)",70,"ERG078","0","299.77","0.047599999","2628","2628_E","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","VI","Not Applicable","2","213769.414189332","214688.431568037","213769.414189332","214901.481765763","None","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.956,-18.9561
"5880",2017,"15-Oct-17","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 4","Australia",2,"Bleaching (% of population)",2,"ERG078","15.59","300.76","0.219599994","2571","2571","1","Great Barrier Reef","La Grande Barrière","World Heritage Site (natural or mixed)","World Heritage Site (natural or mixed)","International","Not Applicable","(vii)(viii)(ix)(x)","2","0","346768.093160119","348700","348233.251567274","Not Reported","0","Inscribed","1981","Not Reported","Not Reported","Not Reported","Not Reported","State Verified","946","AU-QLD","AUS","AUS",146.847,-19.1694
"5881",2017,"07-Jul-17","Lodestone Reef - Gemmas Bommie (Back reef slope) Site 1","Australia",5,"Bleaching (% of population)",0,"ERG078","3.7","296.47","0.185599995","2628","2628_E","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","VI","Not Applicable","2","213769.414189332","214688.431568037","213769.414189332","214901.481765763","None","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.848,-19.1707
"5882",2016,"26-Jun-16","Magnetic Island Reefs - Geoffrey Bay (Fringing reef leeward) Site 4","Australia",1,"Bleaching (% of population)",80,"ERG078","14.07","296.98","0.179399995","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.866,-19.1543
"5883",2017,"19-Mar-17","Magnetic Island Reefs - Geoffrey Bay (Fringing reef leeward) Site 4","Australia",3,"Bleaching (% of population)",24,"ERG078","10.24","304.27","0.180199995","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.866,-19.1543
"5884",2012,"17-Feb-12","Magnetic Island Reefs - Florence Bay (Fringing reef leeward) Site 2","Australia",2,"Bleaching (% of population)",7,"ERG078","3.54","303.1","0.147999996","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.881,-19.1227
"5885",2014,"14-Jun-14","Magnetic Island Reefs - Florence Bay (Fringing reef leeward) Site 2","Australia",5,"Bleaching (% of population)",6,"ERG078","1.99","295.08","0.118799997","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.881,-19.1227
"5886",2015,"26-Jul-15","Magnetic Island Reefs - Florence Bay (Fringing reef leeward) Site 2","Australia",5,"Bleaching (% of population)",53,"ERG078","4","295.99","0.074799998","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.881,-19.1227
"5887",2017,"19-Mar-17","Magnetic Island Reefs - Florence Bay (Fringing reef leeward) Site 2","Australia",3,"Bleaching (% of population)",25,"ERG078","10.24","304.27","0.089799998","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",146.881,-19.1227
"5888",2017,"07-Jul-17","Lodestone Reef - South Reef (Back reef slope) Site 1","Australia",4,"Bleaching (% of population)",0,"ERG078","0","297.16","0.043599999","2628","2628_E","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","VI","Not Applicable","2","213769.414189332","214688.431568037","213769.414189332","214901.481765763","None","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",147.097,-18.6872
"5889",2017,"08-Jul-17","Wheeler Reef - Students Bommie (Back reef slope) Site 1","Australia",8,"Bleaching (% of population)",2,"ERG078","0","297.04","0.040399999","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",147.521,-18.7979
"5890",2012,"19-May-12","Wheeler Reef - The Mooring (Back reef slope) Site 1","Australia",6,"Bleaching (% of population)",1,"ERG078","1.37","298.41","0.053199999","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",147.521,-18.7949
"5891",2017,"08-Jul-17","Wheeler Reef - The Mooring (Back reef slope) Site 1","Australia",4,"Bleaching (% of population)",9,"ERG078","0","297.04","0.040399999","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",147.521,-18.7949
"5892",2013,"21-Jun-13","The Aquarium","French Polynesia",7,"Bleaching (% of population)",30,"ERG116","1.94","300.84","0.040999999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-147.636,-14.9756
"5893",2017,"09-Jul-17","Keeper Reef - Horseshoe (Back reef wall) Site 1","Australia",5,"Bleaching (% of population)",0,"ERG078","0","297.04","0.037199999","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",147.52,-18.7974
"5894",2017,"09-Jul-17","Keeper Reef - North Crest (Reef flat) Site 1","Australia",2,"Bleaching (% of population)",0,"ERG078","0","297.04","0.040399999","2628","2628_B","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","II","Not Applicable","2","114309.849699496","114762.450730465","114309.849699496","114929.626535987","All","114309.849699496","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",147.521,-18.796
"5895",2014,"12-Jul-14","Hayman Island Reefs - Blue Pearl Bay (Fringing reef leeward) Site 1","Australia",6,"Bleaching (% of population)",1,"ERG078","1.08","295.38","0.054999999","2628","2628_E","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","VI","Not Applicable","2","213769.414189332","214688.431568037","213769.414189332","214901.481765763","None","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",148.876,-20.039
"5896",2015,"01-Oct-15","Hayman Island Reefs - Blue Pearl Bay (Fringing reef leeward) Site 1","Australia",6,"Bleaching (% of population)",18,"ERG078","1.35","296.66","0.044799999","2628","2628_E","1","Great Barrier Reef","Great Barrier Reef","Marine Park","Marine Park","National","VI","Not Applicable","2","213769.414189332","214688.431568037","213769.414189332","214901.481765763","None","0","Designated","2004","Federal or national ministry or agency","Not Reported","AU-GBRMPA","Not Reported","State Verified","1804","AU-QLD, AU-COM","AUS","AUS",148.876,-20.039
